experiment,n_stocks,n_pairs,c_obs,c_surr_mean,c_surr_std,gap,z,meta_pulse,tickers
full_period,20,190,0.2250559223104432,0.006912828193425308,0.005178725713712716,0.21814309411701788,6.0,0.9955037268390589,"SIVR, GTLS, SKM, SLV, BAL, AL, USO, PPLT, CTLP, FM, COMT, GLD, IAU, GSG, UNG, KOLD, IWF, GME, LYB, SHYG"
