r_returns,r_envelope,c_surr_mean,c_surr_std,gap,z,meta_pulse,group,tickers
0.3805865628606543,0.33825622385644627,0.0079803523009888,0.005827717844503835,0.33027587155545746,6.0,0.9955037268390589,CORE,"VNDA, VTIP, QUAL, WDC, AGI"
0.30038073489010153,0.3986754755463747,0.007883823211327785,0.0058248808843725285,0.3907916523350469,6.0,0.9955037268390589,CORE,"ARCC, LYB, OR, VIG, SJNK"
0.36249743511284954,0.3532986114596404,0.010076571656230018,0.006722651846839457,0.34322203980341043,6.0,0.9955037268390589,CORE,"GSG, FNDX, TNET, WEAT, PRGFX"
0.3290006545127173,0.3021904962355229,0.009260872202505708,0.006065177420790976,0.2929296240330172,6.0,0.9955037268390589,CORE,"TRBCX, VNDA, PRILX, UNG, AIQ"
0.24363307688043892,0.2818160499569839,0.00857667968076129,0.005152321570938136,0.2732393702762226,6.0,0.9955037268390589,CORE,"NGD, WEAT, EIX, SRLN, KOLD"
0.4366152823383212,0.4819578937856108,0.008505076244031292,0.0062297833990477,0.47345281754157953,6.0,0.9955037268390589,CORE,"ARR, ARKQ, VIGAX, CTLP, JEF"
0.36214475373234156,0.38513609991675163,0.0074372883978043244,0.005856147085112082,0.3776988115189473,6.0,0.9955037268390589,CORE,"NDAQ, GME, FLRN, SRLN, PRDGX"
0.33165536785846994,0.38875582154886823,0.007932737287825627,0.004924894415138073,0.3808230842610426,6.0,0.9955037268390589,CORE,"TRRDX, JD, VTI, DSGR, FLRN"
0.3586698049634919,0.49771964935515556,0.008180937806028337,0.0055955742711471645,0.4895387115491272,6.0,0.9955037268390589,CORE,"QQQ, IWF, BVN, PGX, PNR"
0.39034690837843167,0.3654235593003368,0.008583505542341476,0.0063364005468427255,0.3568400537579953,6.0,0.9955037268390589,CORE,"FNDX, TTMI, GTLS, UNG, PNR"
0.4420109957386103,0.47769232929502004,0.007721019524710977,0.004979733324996146,0.46997130977030904,6.0,0.9955037268390589,CORE,"TRRBX, TRRNX, FCNTX, TRBCX, VIG"
0.2938157673127272,0.3118636216155978,0.008328935215154435,0.005866441318235904,0.30353468640044334,6.0,0.9955037268390589,CORE,"PGX, JD, GLW, AL, UNG"
0.41907857286952427,0.4676017368756892,0.008644391711861175,0.006357754949947754,0.458957345163828,6.0,0.9955037268390589,CORE,"TYL, FTEC, EA, PRGFX, JEF"
0.3557902843735169,0.3883213731217579,0.007147570817894546,0.0060810940066296495,0.3811738023038634,6.0,0.9955037268390589,CORE,"HUN, PRGFX, JD, CTAS, ARCC"
0.3177936131649413,0.3845645925981524,0.008396972052434839,0.005563010978326218,0.37616762054571756,6.0,0.9955037268390589,CORE,"VUG, KOLD, SHYG, QQQ, SLV"
