date,core,tactical,ineligible,n_instruments
2016-08-31,0.348013816925734,0.16234887737478412,0.3126079447322971,1158
2016-09-30,0.33706896551724136,0.15517241379310345,0.30603448275862066,1160
2016-10-31,0.18041237113402062,0.21219931271477663,0.3651202749140893,1164
2016-11-30,0.2939160239931448,0.17052270779777207,0.32047986289631536,1167
2016-12-30,0.20153714773697695,0.18445772843723313,0.45260461144321096,1171
2017-01-31,0.29106382978723405,0.15063829787234043,0.37957446808510636,1175
2017-02-28,0.3053435114503817,0.17557251908396945,0.366412213740458,1179
2017-03-31,0.17527519051651144,0.1651143099068586,0.5165114309906859,1181
2017-04-28,0.21114864864864866,0.14527027027027026,0.4907094594594595,1184
2017-05-31,0.1679324894514768,0.15105485232067511,0.5316455696202531,1185
2017-06-30,0.17998317914213624,0.15475189234650968,0.5172413793103449,1189
2017-07-31,0.18242677824267783,0.16736401673640167,0.4560669456066946,1195
2017-08-31,0.13856427378964942,0.17696160267111852,0.5417362270450752,1198
2017-09-29,0.17863105175292154,0.18113522537562604,0.4691151919866444,1198
2017-10-31,0.2472939217318901,0.15986677768526228,0.4321398834304746,1201
2017-11-30,0.2113144758735441,0.1638935108153078,0.4276206322795341,1202
2017-12-29,0.216597510373444,0.15601659751037344,0.45062240663900416,1205
2018-01-31,0.28394039735099336,0.17052980132450332,0.3832781456953642,1208
2018-02-28,0.43553719008264463,0.13884297520661157,0.2578512396694215,1210
2018-03-30,0.4277456647398844,0.1180842279108175,0.28075970272502065,1211
2018-04-30,0.40016433853738703,0.15776499589153656,0.2637633525061627,1217
2018-05-31,0.3114754098360656,0.17131147540983607,0.3549180327868853,1220
2018-06-29,0.33060556464811786,0.1579378068739771,0.3486088379705401,1222
2018-07-31,0.3023634881825591,0.16707416462917685,0.378158109209454,1227
2018-08-31,0.15303643724696356,0.19271255060728745,0.5028340080971659,1235
2018-09-28,0.15254237288135594,0.15254237288135594,0.5149313962873285,1239
2018-10-31,0.47542304593070106,0.1361804995970991,0.21353746978243351,1241
2018-11-30,0.6028938906752411,0.10771704180064309,0.1495176848874598,1244
2018-12-31,0.6003210272873194,0.09390048154093097,0.1565008025682183,1246
2019-01-31,0.296,0.1784,0.3048,1250
2019-02-28,0.396,0.1368,0.3168,1250
2019-03-29,0.5019984012789768,0.10471622701838529,0.25499600319744203,1251
2019-04-30,0.3964828137490008,0.14308553157474022,0.2565947242206235,1251
2019-05-31,0.22328548644338117,0.19457735247208932,0.39792663476874,1254
2019-06-28,0.2386634844868735,0.17342879872712808,0.4200477326968974,1257
2019-07-31,0.3328038125496426,0.1318506751389992,0.3812549642573471,1259
2019-08-30,0.3629160063391442,0.1561014263074485,0.312202852614897,1262
2019-09-30,0.4238358326756117,0.11917916337805841,0.27545382794001577,1267
2019-10-31,0.44846577498033047,0.14004720692368214,0.23446105428796224,1271
2019-11-29,0.3922955974842767,0.13286163522012578,0.3309748427672956,1272
2019-12-31,0.3283699059561129,0.15987460815047022,0.34717868338557994,1276
2020-01-31,0.28068803752931976,0.15715402658326819,0.3713838936669273,1279
2020-02-28,0.29797191887675506,0.187207488299532,0.2823712948517941,1282
2020-03-31,0.984399375975039,0.0031201248049922,0.0031201248049922,1282
2020-04-30,0.9867394695787831,0.0031201248049922,0.0015600624024961,1282
2020-05-29,0.9415887850467289,0.008566978193146417,0.0132398753894081,1284
2020-06-30,0.7956487956487956,0.061383061383061384,0.03651903651903652,1287
2020-07-31,0.6930846930846931,0.07692307692307693,0.10411810411810411,1287
2020-08-31,0.6037296037296037,0.10955710955710955,0.1383061383061383,1287
2020-09-30,0.4277950310559006,0.14751552795031056,0.27562111801242234,1288
2020-10-30,0.21362229102167182,0.16021671826625386,0.46826625386996906,1292
2020-11-30,0.355984555984556,0.14517374517374518,0.3096525096525097,1295
2020-12-31,0.41217257318952233,0.14175654853620956,0.24268104776579352,1298
2021-01-29,0.45196003074558033,0.1337432744043044,0.23059185242121444,1301
2021-02-26,0.39661798616448884,0.12759415833973867,0.2751729438893159,1301
2021-03-31,0.25019186492709133,0.14658480429777437,0.4742900997697621,1303
2021-04-30,0.3045141545524101,0.15225707727620505,0.38791124713083397,1307
2021-05-31,0.24598930481283424,0.1413292589763178,0.46294881588999237,1309
2021-06-30,0.3483231707317073,0.14634146341463414,0.3551829268292683,1312
2021-07-30,0.1856060606060606,0.1462121212121212,0.5333333333333333,1320
2021-08-31,0.15658093797276854,0.14523449319213314,0.5552193645990923,1322
2021-09-30,0.16201959306706856,0.1439336850037679,0.544837980406933,1327
2021-10-29,0.23927765237020315,0.1580135440180587,0.43416102332580886,1329
2021-11-30,0.2129420617005267,0.1542513167795335,0.49736644093303234,1329
2021-12-31,0.26090225563909775,0.1443609022556391,0.4255639097744361,1330
2022-01-31,0.2627627627627628,0.14189189189189189,0.4677177177177177,1332
2022-02-28,0.2678169542385596,0.14103525881470366,0.44561140285071266,1333
2022-03-31,0.3408408408408408,0.15465465465465467,0.3153153153153153,1332
2022-04-29,0.36609152288072017,0.15678919729932483,0.2888222055513878,1333
2022-05-31,0.29760119940029983,0.16941529235382308,0.34782608695652173,1334
2022-06-30,0.1889055472263868,0.19940029985007496,0.4235382308845577,1334
2022-07-29,0.30884557721139433,0.15667166416791603,0.3118440779610195,1334
2022-08-31,0.2901049475262369,0.15967016491754124,0.37106446776611696,1334
2022-09-30,0.22713643178410794,0.18065967016491755,0.40104947526236884,1334
2022-10-31,0.30359820089955025,0.1446776611694153,0.4017991004497751,1334
2022-11-30,0.28335832083958024,0.1469265367316342,0.41304347826086957,1334
2022-12-30,0.34782608695652173,0.14392803598200898,0.3230884557721139,1334
2023-01-31,0.41379310344827586,0.13193403298350825,0.2646176911544228,1334
2023-02-28,0.2683658170914543,0.19415292353823088,0.36881559220389803,1334
2023-03-31,0.15592203898050974,0.15442278860569716,0.5524737631184408,1334
2023-04-28,0.30711610486891383,0.1647940074906367,0.3393258426966292,1335
2023-05-31,0.26292134831460673,0.14831460674157304,0.41647940074906364,1335
2023-06-30,0.22230538922155688,0.1691616766467066,0.4393712574850299,1336
2023-07-31,0.19011976047904192,0.15194610778443113,0.531437125748503,1336
2023-08-31,0.20269259536275244,0.1637995512341062,0.4801795063575168,1337
2023-09-29,0.17339312406576982,0.16292974588938713,0.5284005979073244,1338
2023-10-31,0.23766816143497757,0.16890881913303438,0.4103139013452915,1338
2023-11-30,0.3445440956651719,0.17040358744394618,0.2974588938714499,1338
2023-12-29,0.3041853512705531,0.15246636771300448,0.3617339312406577,1338
2024-01-31,0.32262882748319643,0.1650485436893204,0.33159073935772965,1339
2024-02-29,0.1508588498879761,0.18222554144884243,0.49514563106796117,1339
2024-03-29,0.19940253920836445,0.19716206123973115,0.421209858103062,1339
2024-04-30,0.24346527259148618,0.1650485436893204,0.4107542942494399,1339
2024-05-31,0.17787742899850523,0.17488789237668162,0.4850523168908819,1338
2024-06-28,0.226457399103139,0.18236173393124067,0.4484304932735426,1338
2024-07-31,0.24439461883408073,0.1726457399103139,0.42077727952167415,1338
2024-08-30,0.3781763826606876,0.16068759342301944,0.3004484304932735,1338
2024-09-30,0.3572496263079223,0.14872944693572496,0.29596412556053814,1338
2024-10-31,0.3400597907324365,0.15994020926756353,0.30194319880418535,1338
2024-11-29,0.1547085201793722,0.19581464872944693,0.4850523168908819,1338
2024-12-31,0.17040358744394618,0.14499252615844543,0.5186846038863976,1338
2025-01-31,0.21150971599402094,0.16890881913303438,0.4431988041853513,1338
2025-02-28,0.14499252615844543,0.1711509715994021,0.5351270553064275,1338
2025-03-31,0.2750373692077728,0.15396113602391628,0.4103139013452915,1338
2025-04-30,0.3064275037369208,0.1860986547085202,0.26532137518684606,1338
2025-05-30,0.2742899850523169,0.18236173393124067,0.31988041853512705,1338
2025-06-30,0.3923766816143498,0.14349775784753363,0.23318385650224216,1338
2025-07-31,0.45067264573991034,0.14798206278026907,0.19133034379671152,1338
2025-08-29,0.17937219730941703,0.1860986547085202,0.476831091180867,1338
2025-09-30,0.21300448430493274,0.1681614349775785,0.44020926756352763,1338
2025-10-31,0.22122571001494767,0.17787742899850523,0.4133034379671151,1338
2025-11-28,0.18834080717488788,0.1696562032884903,0.4828101644245142,1338
2025-12-31,0.2608370702541106,0.17040358744394618,0.36472346786248133,1338
2026-01-30,0.19506726457399104,0.15695067264573992,0.4962630792227205,1338
2026-02-27,0.3086696562032885,0.15994020926756353,0.3684603886397608,1338
2026-03-31,0.4118086696562033,0.12780269058295965,0.31614349775784756,1338
2026-04-30,0.3004484304932735,0.15844544095665172,0.36472346786248133,1338
